Location,Document Name,User_Prompt_1,Expected_Answer_1,Expected_Pages_1,User_Prompt_2,Expected_Answer_2,Expected_Pages_2,User_Prompt_3,Expected_Answer_3,Expected_Pages_3
Data/Ireland/TCA_FA2023_P37.pdf,"Taxes Consolidation Act, 1997 (Finance Act 2023 Edition) part 37: Administration",What are the responsibilities and procedural requirements related to the appointment and functions of Appeal Commissioners under the Income Tax Acts?,"The Minister for Finance is obliged to appoint persons to be Appeal Commissioners for the purposes of the Income Tax Acts. Persons so appointed have the authority to exercise the powers, and to perform the duties, assigned to them under the Income Tax Acts. (1) The Minister for Finance must direct what salary and expenses are to be allowed to the Appeal Commissioners. (2) The Minister for Finance must lay an account of the appointment of Appeal Commissioners and their salaries before Dáil Éireann within 20 days of their appointments or within 20 days of Dáil Éireann resuming to sit where an appointment was made during a recess. (3) Unless otherwise expressly provided for, the functions of the Appeal Commissioners or any other Commissioners may be carried out by any 2 or more Commissioners.",[2],What protections and provisions are in place regarding taxpayer confidentiality and unauthorized disclosure of tax information?,"This section formalises taxpayer confidentiality and provides a specific tax related provision which will reassure taxpayers that personal and commercial information revealed to Revenue for tax purposes is protected against unauthorised disclosure. In relation to a registered farm partnership, provision is made to allow disclosure, to the Minister for Agriculture, Food and the Marine, of information relating to failure to maintain the conditions for registration. The section also provides for the imposition of fines on Revenue officers or any persons engaged by or on behalf of the Revenue Commissioners found guilty under this section of a breach of confidentiality.",[3],What are some circumstances under which a Revenue officer is permitted to disclose taxpayer information?,"A number of circumstances in which a Revenue officer may disclose information are listed. These are – (8) (a) When authorised by the Freedom of Information Acts, provided the information is not confidential information. (b) Under the Tribunal of Enquiry (Evidence) Acts. (c) Disclosure of confidential information to the taxpayer to whom the confidential information relates. (d) Where a taxpayer agrees to the disclosure of confidential information that relates to him/herself. (e) Information provided to a personal representative, in that capacity. (f) Specified information in relation to a charity. (g) Disclosure to the Department of Finance in connection with fiscal policy formulation and evaluation. (h) Disclosure of information relating to a taxpayer which is necessary in connection with establishment of the liability of another taxpayer. (i) Disclosure of information that is not taxpayer information. (j) Disclosure that is authorised by another Act. (k) Disclosure of taxpayer information to a person engaged by the Revenue Commissioners for the purposes of carrying out work on behalf of the Revenue Commissioners relating to the administration of taxes or duties. A person to whom taxpayer information is disclosed in these circumstances is prohibited from using that information for any purpose other than that for which it is disclosed. (l) Disclosure of information to the Minister for Agriculture, Food and the Marine, insofar as it relates to the failure of a registered farm partnership to continue to meet the conditions for registration. (m) Disclosure of information to the Minister for Agriculture, Food and the Marine, insofar as it relates to relief granted under section 667C or under section 81D of the Stamp Duties Consolidation Act 1999 in order to comply with an EU Commission Regulation (n) Taxpayer information is disclosed to Department of Finance Official solely (i) for the purposes of or in connection with the compliance by the State under (I) Article 108 of the Treaty on the functioning of the European Union or Notes for Guidance – Taxes Consolidation Act 1997 – Finance Act 2023 Edition - Part 37 6 (II) Regulations made pursuant to Article 109 of the Treaty on the Functioning of the European Union or (ii) with the preparation of a response to the exercise by the commission of the European Union of its functions under – (I) Articles 107 to 109 of the Treaty on the functioning of the European Union or (II) Regulations made pursuant to Article 109 of the Treaty on the functions of the EU. and (o) Where the taxpayer information is disclosed to EU Commission solely for the purpose of or in connection with the compliance by the State with obligation under: (i) Article 108 of the Treaty on the functioning of the EU, or (ii) Regulations made pursuant to Article 109 of the Treaty on the functioning of the European Union. (p) Disclosure of information to Enterprise Ireland for the purpose of consulting with Enterprise Ireland in respect of whether or not the conditions necessary for the certificates of qualification to issue have been satisfied by the applicant company in respect of relief for investment in innovative enterprises as provided for by Chapter 6A part 19 TCA 1997.","[5,6]"
Data/Ireland/TCA_FA2023_P38.pdf,"Taxes Consolidation Act, 1997 (Finance Act 2023 Edition) part 38: Returns of Income and Gains, Other Obligations and Returns, and Revenue Powers","What is the process for notifying an inspector about the income of a spouse or civil partner when making a return of income, and what happens if an inspector is notified or suspects additional income?","Where in accordance with section 877 an individual is required to make a return of income which includes income of a spouse or civil partner, the individual may within 21 days notify the inspector that the spouse or civil partner has income. Where an inspector has been so notified, the spouse or civil partner may be required by the inspector to make a return of his/her total income. Details Where under section 877 an individual is required to make a return of income which includes income of his/her spouse or civil partner, that individual may, within 21 days of receiving the notification from the inspector, notify such inspector that his/ her spouse or civil partner has income. (1) Where an inspector — (2) • is notified by the individual that his/her spouse or civil partner has income, or • is of the opinion that the individual’s spouse or civil partner has income, the inspector may request a statement, similar to that required by section 877, from the spouse or civil partner (irrespective of which spouse or civil partner is chargeable to income tax in respect of that income). Where a couple has elected for joint assessment, the spouse or civil partner responsible for submitting the tax return must show the income of both spouses or civil partners in the tax return. This applies even in a situation where that one spouse or civil partner has complied with the procedure outlined in the preceding paragraph.",[9],What are the deadlines for an Irish incorporated company to supply required information to the authorities?,"The information required from an Irish incorporated company, or a company which commences to carry on a trade in the State, must be supplied within 30 days of — (2) • the company commencing to carry on a trade, profession or business, wherever it is carried on, (a) • there being a material change in information already furnished under this section, and (b) • a notice requiring information is given to the company by an inspector.",[10],What information and documents may a company be required to provide in response to a notice from the Revenue Commissioners?,"By the serving of a notice by an inspector or other officer of the Revenue Commissioners, a company may be required within the time specified by the notice to deliver a return of — (2) • the profits of the company, specifying the income from each source, detailing all disposals giving rise to chargeable gains or allowable losses, and giving particulars of charges on income, • such information, accounts, statements, reports and further particulars relevant to the tax liability of the company or to the application of the Corporation Tax Acts to the company as may be required by the notice or specified in the prescribed form in respect of the return, • distributions received from resident companies, • annual payments made by the company from income not brought into charge to tax, and • loans to participators in a close company that are treated as an annual payments. The accounts which are to be included with a return are the accounts that are required by the notice to file the return, or as are specified in the prescribed form, of the return, including any documents annexed to the accounts, as well as any supporting information, statements, reports, or further particulars, which contain sufficient information to enable the chargeable profits of the company to be determined. (2A) A share for share exchange in the course of a company amalgamation or reconstruction is not normally regarded as a disposal of shares giving rise to a chargeable gain or allowable loss. However, for the purposes of this section, such a disposal must be returned. (3) The notice may require a return of profits for any period during which the company was within the charge to corporation tax, including particulars of distributions received in that period from resident companies.",[12]
Data/Ireland/TCA_FA2023_P39.pdf,"Taxes Consolidation Act, 1997 (Finance Act 2023 Edition) part 39: Assessments","What is the process and time limit for making assessments to corporation tax, and how does fraud or neglect affect this process?","there is no time limit in the case where any form of fraud or neglect has been committed by or on behalf of the company. For this purpose, “neglect” means negligence or failure to a give a notice, make a return or statement or produce or furnish lists of information under enactments relating to corporation tax, but a company is not regarded as being negligent if it provides the information within a time extension granted by Revenue. Furthermore, a company with a reasonable excuse for failing to provide information, or failing to make a return or give a notice, will not be regarded as negligent provided the information is given or return made without undue delay after the excuse expires",[3],"What are the responsibilities and entitlements of an assessor appointed for the assessment of salaries, wages, and pensions under Schedule E?","An assessor appointed under section 854 (appointment of persons for purposes of assessment of certain public offices) or section 855 (declaration to be made by Commissioners) must be furnished free of charge by any officer or agent in the relevant department or office with true accounts of any salaries, wages, pensions, etc chargeable under Schedule E. The assessor is entitled to all documents concerning such payments. If dissatisfied with the accounts, the assessor may require any employee or pension holder to deliver a statement of profits or gains and, in relation to such requests, the same time limits and penalties apply as for the making of statement of profits for income tax. (1) The assessors must assess all employees and pension holders by reference to the annual amount shown in the documents in their respective departments. (2) Every assessment must show the names of the employees and pension holders, the full annual emoluments or pensions and the tax payable in each case. (3) An assessor who does not meet his/her obligations is liable to a penalty of between €25 and €125.",[5],"How does an inspector estimate income and deductions for an assessment made before the end of the year of assessment, and what happens if the taxpayer provides the correct details later?","Where an assessment to income tax is being made before the end of the year of assessment (to which the assessment relates) on income taxable on a current year basis and the inspector is required to estimate the income and allowable deductions, he/she is to have due regard to the income, deductions and tax credits of the preceding year. (1) If the taxpayer does not appeal against this assessment and within one year from the end of the year of assessment supplies details of the correct amount of income and deductions, the inspector will adjust the assessment and any overpaid income tax will be repaid.",[6]
Data/Ireland/TCA_FA2023_P40.pdf,"Taxes Consolidation Act, 1997 (Finance Act 2023 Edition) part 40: Appeals","What is the process for appealing an assessment to income tax or corporation tax, and how can one challenge a refusal to accept an appeal?","A person aggrieved by an assessment to income tax or corporation tax may appeal to the Appeal Commissioners by giving, within 30 days, notice in writing to the inspector or other officer who made the assessment. (1)(a) If the inspector considers that the person is not entitled to appeal, the inspector will refuse the application and notify the person in writing and state the grounds for the refusal. (1)(b) This refusal may be appealed to the Appeal Commissioners in writing within 15 days. (1)(c) The Appeal Commissioners will request a copy of the notice of refusal and will either — (1)(d) • refuse the appeal application, giving reasons; • allow the appeal application and notify the taxpayer and the inspector; or • notify the taxpayer and the inspector of a hearing to enable the Commissioners to decide whether or not to allow the appeal application.",[2],"What role does the inspector play in an appeal hearing, and what are the possible outcomes determined by the Appeal Commissioners?","An inspector is entitled to be present at every hearing and determination of an appeal, and may produce lawful evidence to support the assessment and give reasons in its support. (1) Both the inspector and the appellant are permitted to have a barrister or solicitor to plead on their behalf and the Appeal Commissioners may also hear an accountant, a member of the Irish Taxation Institute or any other person representing the appellant whom they are satisfied should appear. (2) Having heard evidence at the appeal, if it appears to the Appeal Commissioners that the appellant has been charged too much tax, they must abate or reduce the assessment but, otherwise, they must order that the amount assessed is to stand. (3) If it appears to the Appeal Commissioners that the appellant has been undercharged, they must charge the person with the shortfall. (4) In an appeal against income tax or corporation tax, if it appears to the Appeal Commissioners that — (5) • the appellant was overcharged, they may reduce only the amount chargeable to income tax or corporation tax, • the assessment is correct, they may order that the amount chargeable to income tax or corporation tax is to stand, • the appellant was undercharged, they may increase only the amount chargeable to income tax or corporation tax. Where the Appeal Commissioners have determined an appeal, the inspector must implement this determination, unless the appeal is to be reheard by a Circuit Court Judge or a case is required to be stated for the opinion of the High Court. Where the inspector implements the determination, the liability thus determined is then payable as if it were the amount contained in an assessment against which no appeal had been made. (6) Every determination of an appeal by the Appeal Commissioners must be recorded by them and sent to the inspector within 10 days.",[4],What are the requirements and penalties for individuals summoned by the Appeal Commissioners to give evidence in an appeal?,"If the Appeal Commissioners believe a person will to able to give evidence relating to an assessment made on another person, they can call on that person to appear before them and be examined under oath. An agent of the assessed person can be examined orally in the same way as the assessed person. (1) The oath to be taken is that the evidence to be given relating to the appeal shall be the truth, the whole truth and nothing but the truth. (2) A person who is summoned by the Appeal Commissioners but — (3) • fails to appear at the hearing, • appears but refuses to take the oath, or • refuses to answer lawful questions, is liable to a penalty of €3,000. This penalty does not apply to an agent of the person who refuses to take the oath or refuses to answer lawful questions.",[6]
Data/Ireland/TCA_FA2023_P40a.pdf,"Taxes Consolidation Act, 1997 (Finance Act 2023 Edition) part 40a: Appeals to Appeals Commissioners","What types of directions can the Appeal Commissioners issue during appeal proceedings?
","The Appeal Commissioners may give directions to appellants and to Revenue in relation to how they must act during appeal proceedings. The parties can apply to the Appeal Commissioners for a direction. (1) A direction can be given for a wide range of matters, such as, (but not limited to): • to require a party to provide specified information, • staying proceedings, • to consolidate multiple appeals, • to hold preliminary hearings, and • to adjourn proceedings, and • to extend the time that a direction must be complied by.",[5],"What happens when a party withdraws an appeal to the appeal commissioners, and under what circumstances is an appeal treated as dismissed?","A party withdrawing an appeal must give notice in writing to the Appeal Commissioners. (1) Upon receipt of a notice to withdraw an appeal from a party, the Appeal Commissioners must then notify the other party of the withdrawal. (2) An appeal shall be treated as dismissed where certain circumstances occur. These are: • the settlement of the appeal by agreement between the parties, • the Appeal Commissioners’ refusal to accept an appeal, and • an appellant’s failure to attend a hearing. (3) The terms of an agreement reached between the parties are not affected where an appeal is treated as dismissed under subsection (3). (4) The Appeal Commissioners do not need to make a determination where an appeal is settled by agreement, withdrawn or dismissed. In such circumstances, the matter under appeal is treated as if it was never appealed.",[7],What information must be included in a written notice of appeal to the Appeal Commissioners?,"An appeal shall be made by way of a written notice to the Appeal Commissioners. (1) A notice of appeal shall contain: • the appellant’s name and address, • the appellant’s relevant tax reference number, • the appealable matter, • the grounds of the appeal in detail, and • any other particulars the Appeal Commissioners may require. (2) An appellant is also required to state in the notice of appeal whether any conditions necessary for the making of an appeal have been satisfied. (3) Where an appeal is late, the notice of appeal shall state why the appeal was not made on time. (4) The appellant must append a copy of the notice provided by Revenue in respect of an appealable matter (e.g. a notice of assessment) to the notice of appeal. (5) An appellant may not rely on any grounds of appeal not stated in a notice of appeal unless the Appeal Commissioners are satisfied that there was a good reason for not stating those grounds",[8]
Data/Ireland/TCA_FA2023_P41.pdf,"Taxes Consolidation Act, 1997 (Finance Act 2023 Edition) part 41: Self-Assessment","What are the rules for paying preliminary tax for income tax and corporation tax, and how does preliminary tax differ for capital gains tax?","A chargeable person is obliged to pay preliminary tax for a chargeable period except where the inspector has already made an assessment before the due date for payment. The amount to be paid is the amount which in the taxpayer’s opinion would be due under an assessment for the period. Under section 958 preliminary tax is payable as follows — • in the case of income tax, on or before 31 October in the tax year, • in the case of corporation tax, different rules apply for small and large companies. For accounting periods commencing on or after 14 October 2008, large companies must pay preliminary tax in two instalments. The first instalment is payable in month 6 of the accounting period and the second instalment is payable in month 11 of the accounting period. Small companies pay preliminary tax in one instalment in month 11 of the accounting period (see notes on section 958 for full details). Preliminary tax is not payable in the case of capital gains tax. However, a system of payment of final tax due operates in advance of the date on which the relevant return must be made. Preliminary tax is payable without notice from the inspector and is allowable, as appropriate, as a credit against income tax, corporation tax or capital gains tax due for the tax year or accounting period.",[5],What are the limits on an inspector's ability to make or amend assessments?,"An inspector, in making or amending an assessment on a chargeable person, may act on the
basis of any information supplied in that person’s return. However, this does not preclude
an inspector from making such enquiries or taking such actions, within his/her powers, as
he or she considers are necessary to satisfy himself or herself as to the accuracy of the
information furnished in a return, nor does it prevent the inspector (subject to the 4-year
rule in section 955(2)) from amending or further amending an assessment in such a way as
he/she considers appropriate. There is also a 4-year time limit for an inspector to make
enquiries and take actions to verify information in a return unless the inspector has reasonable grounds to believe that the return was completed in a fraudulent or negligent manner.
A right of appeal against enquiries made or actions taken outside the 4-year time limit is
also included.",[8],What are the deadlines and requirements for paying capital gains tax for the years of assessment 2009 and later?,"For the years of assessment 2009 and later years, the first amount of capital gains tax known as “tax payable for the initial period” is to be paid by 15 December in the year of assessment in respect of chargeable gains arising in the period from 1 January to 30 November. [The definition by treating the period as if it were a year of assessment and requiring the tax due to be calculated as if the period were a year of assessment means that all reliefs due to the person for a year of assessment will be taken into account in determining this amount. For example, losses brought forward from a previous year of assessment may be set off against gains arising in the initial period. Likewise, the annual exempt amount would be taken into account in determining the tax due for the initial period.]",[12]
Data/Ireland/TCA_FA2023_P41a.pdf,"Taxes Consolidation Act, 1997 (Finance Act 2023 Edition) part 41a: Assessing rules including rules for self assessment","What information must be included in a notice of assessment from Revenue, and how should it be communicated to the chargeable person or their authorised representative?","Revenue must notify a chargeable person if they have raised either a Revenue assessment or a self assessment (under section 959U) on that person. Such notice can either be given in writing or electronically. Where an authorised person files a return and self assessment on behalf of a chargeable person (under section 959L), then Revenue shall give a copy of the assessment to notify the authorised person. Except where it relates to assessments raised under section 959AC, in addition to the contents of a self assessment (under section 959C) this notice of assessment must also include the name of the Revenue officer making the assessment and the time allowed for giving a notice of appeal against the assessment. If a Revenue assessment relates to more than one tax, then it must identify the amount of each tax chargeable. Subsection (6) outlines other items which may be included on the assessment, including calculations, the Cases or Schedules under which tax is assessed etc.",[7],What are the obligations for a chargeable person regarding the submission of a tax return for a given period?,"959I Obligation to make a return Summary This section provides that every chargeable person must submit a return for an accounting period or tax year by the return filing date for the period or year involved. Details Every chargeable person, as defined, must file a tax return, as prescribed, with the Collector General for a chargeable period, as defined, by the due date, as defined. The tax return may include items relating to gifts and inheritance tax. When a person files their tax return, they shall be deemed to have done so on foot of a request under sections 877, 879, 880 or 884. A person must file their tax return regardless of whether or not they have received a notice under sections 877, 879, 880 or 884. A person does not have to file their tax return earlier than the due date, as defined.",[8],"Under what circumstances can a Revenue officer exclude a person from the obligation to submit a tax return, and does this exclusion affect the requirement to file a return for capital gains tax?","This section provides that a Revenue officer may exclude a person from the requirement to submit a return. A notice given under this section does not affect the obligation to submit a return where a person has a liability to capital gains tax. Details Revenue may exclude a person, by notice in writing, from the obligation to file a tax return. Such an exclusion remains in force until such chargeable period or the happening of an event, specified in the notice. This section provides that a Revenue officer may exclude a person from the requirement
to submit a return. A notice given under this section does not affect the obligation to
submit a return where a person has a liability to capital gains tax. Details Revenue may exclude a person, by notice in writing, from the obligation to file a tax return.
Such an exclusion remains in force until such chargeable period or the happening of an
event, specified in the notice.","[9,10]"
Data/Ireland/TCA_FA2023_P42.pdf,"Taxes Consolidation Act, 1997 (Finance Act 2023 Edition) part 42: Collection and Recovery",How does the Collector-General handle the collection and payment of tax due?,"Tax due and payable to the Revenue Commissioners by virtue of section 960B shall be paid to and collected by the Collector-General, including all tax charged in assessments, the particulars of which have been sent to him or her under section 959G. (1) The Collector-General shall demand payment of tax that is due and payable but remaining unpaid by the person from whom that tax is payable. (2) The Collector-General may issue a demand by electronic means to a person who is registered to deliver a return and pay tax under the Revenue Online System (ROS) and a person who is required to deliver a return and pay tax via ROS in accordance with regulations made by the Revenue Commissioners under section 917EA. (2A) The Collector-General shall collect and levy the tax that is due and payable but not paid by the person from whom that tax is payable. (3) On payment of tax, the Collector-General may give a receipt to the person who paid the tax in respect of that payment. He/she is not, however, obliged to issue a receipt. Such receipt is to consist of whichever of the following the Collector-General considers appropriate: (4) • a separate receipt in respect of each payment, or • a receipt for all payments that have been made within the period specified in the receipt.",[7],"Can the Revenue Commissioners offset a tax repayment against outstanding tax liabilities, and what conditions apply to the repayment and interest?","This section authorises the Revenue Commissioners to offset a repayment of tax and interest due to a person in respect of such a repayment against any outstanding tax liability of the person before making a repayment. Repayment can also be withheld pending the submission of any outstanding tax returns. Where a repayment is so withheld, interest is not payable for the period that such repayments have been withheld. The section also contains an anti-avoidance provision relating to the assignment of a repayment to another person.",[9],What role does a certificate from the Collector-General play in tax recovery proceedings?,"In any proceedings for the recovery of tax, a certificate signed by the Collector-General stating the following matters is to be evidence of those matters until the contrary is proved — (1) • that an assessment for the tax has been made, • that the assessment is final and conclusive, • that the tax or any part of the tax is due and outstanding, • that a demand for the payment of the tax has been made. Subsection (1) will not apply in the case of tax to which Chapter 4 applies, i.e. in the case of PAYE tax. (2)(a) In proceedings for the recovery of PAYE tax, a certificate signed by the CollectorGeneral that a stated amount of income tax under Schedule E is due and outstanding will be evidence unless the contrary is proved. (2)(b) In proceedings for the recovery of tax, a certificate signed by the Collector-General certifying the facts or any of the facts referred to in subsection (1) or (2) may be given in evidence without proof. Such certificate will be treated as having been signed by the person holding the position or office of the person signing at the time of signature unless
the contrary is proved. ","[11,12]"
Data/Ireland/TCA_FA2023_P43.pdf,"Taxes Consolidation Act, 1997 (Finance Act 2023 Edition) part 43: Partnerships and European Economic Interest Groupings (EEIG)",How are the profits and losses of a partnership trade treated for individual partners in terms of tax?,"The profits arising to any partner in a relevant period from a partnership trade are to be charged, and losses sustained by the partner in the trade are to be relieved, as if they were respectively profits and losses of a separate trade carried on by him/her on his/her own account. The notional separate trade of any partner (referred to as “a several trade”) is to be regarded as having been commenced at the beginning of the relevant period or at such later time as the partner became engaged in carrying on the partnership trade. The commencement provisions apply accordingly. The cessation provisions are to operate, in relation to the several trade of a partner, on the footing that the ending of the relevant period, or the partner’s ceasing to be engaged in carrying on the partnership trade (whichever occurs first), constitutes permanent discontinuance. Annual payments made by the partnership are apportioned as appropriate among the partners.",[3],What are the procedures and implications for making a joint election between a medical partnership?,"A medical partnership and a partner of that medical partnership, who is also a relevant medical services provider, may jointly elect that the proportion of the relevant medical service providers relevant income, that relates to services provided by employees or partners of the medical partnership, be treated as income of the medical partnership. (4)(a) An election under paragraph (a) shall be made in the form and manner specified by the Revenue Commissioners. (4)(b) Where an election is made under subsection (4), the following will apply; (5) Treatment of expenses Any expenses laid out or expended for the purposes of earning the relevant income, which is treated as that of the medical partnership, shall be treated as expenses incurred by the medical partnership in the course of its trade. (5)(a) Relevant payments for PSWT and notification to the HSE Where a joint election is made the medical partnership is deemed as receiving the payment for professional services provided in the conduct of the medical partnership for the purposes of section 529A which is the section that applies to partnerships for the purposes of PSWT. Therefore the relevant payment is deemed to have been made to each partner in the proportion in which profits or gains of the partnership profession for the year of assessment involved are to be apportioned between the partners. The PSWT shall be apportioned solely between the partners and in the same proportion. (5)(b) The relevant medical services provider, and not the precedent partner of the medical partnership, shall furnish the tax number of the medical partnership concerned to the HSE (the accountable person). In addition, the medical partnership is the specified person for the purposes of operating PSWT on relevant income. (5)(c) Tax returns The precedent partner of the medical partnership shall include details of the relevant income, to which the election under section 1008A applies, in the partnership’s income tax return Form 1 (Firms). (5)(d) The relevant medical services provider is to confirm in his or her income tax return (Form 11), that an election has been made under section 1008A(4) for the relevant year of assessment and provide the name of the medical partnership to which the election relates.",[6],"What are the conditions for granting relief to a limited partner in relation to losses, interest, or allowances from a trade?","In the case of an individual who is a limited partner in relation to a trade, relief may be given or allowed to that individual under any of the specified provisions — (2)(a) • in respect of a loss sustained by him/her in the trade or of interest paid by him/her by reason of his/her participation in the trade, in a relevant year of assessment, or (2)(a)(i) • as an allowance to be made to him/her for a relevant year of assessment either in taxing the trade or by way of discharge or repayment of tax to which he/she is entitled by reason of his/her participation in the trade, (2)(a)(ii) only to the extent that the amount to be given or allowed does not exceed the individual’s contribution to the trade at the relevant time. Where the contribution was made before 24 April 1992 relief may be given or allowed against other income. For contributions made on or after that date relief is confined to profits from the partnership trade. (2)(a)(I) & (II) Where the individual is a limited partner in relation to a trade by virtue of paragraph (d) (a general but not an active partner) of the definition of “limited partner” and the relevant year of assessment is 1997–98 or 1998–99 and the trade consists of the activity of producing, distributing, or the holding of or of an interest in, films or video tapes or the activity of exploring for, or exploiting, oil or gas resources, then, subject to subsection (2A) (commencement of this restriction), relief is given only against income consisting of profits or gains from that trade and then only to the extent that any relief given is restricted to the amount of his/her contribution to the partnership trade. (2)(a)(III)(A) Where the individual is a limited partner in relation to a trade by virtue of paragraph (d) of the definition of “limited partner” and the relevant year of assessment is 1999– 2000 or any subsequent year then, regardless of the activity which constitutes the trade, but subject to subsection (2B) (commencement of this restriction), relief is given only against income consisting of profits or gains from the trade and then only to the extent that any relief given is restricted to the amount of his/her contribution to the partnership trade. (2)(a)(III)(B) Where the individual is a limited partner in relation to a trade by virtue of paragraph (e) or (f) of the definition of “limited partner” and the relevant year of assessment is 2005 or any subsequent year then relief is given only against income consisting of profits or gains from the trade and then only to the extent that any relief given is restricted to the amount of his/her contribution to the partnership trade.",[11]
Data/Ireland/TCA_FA2023_P44.pdf,"Taxes Consolidation Act, 1997 (Finance Act 2023 Edition) part 44: Married, Separated and Divorced Persons","When a married couple elects for joint assessment, how is the total income taxed, and how are reliefs allocated?","This section provides for the assessment of the husband in respect of the total income of both spouses. Here the total income of the wife is treated as the total income of the husband in addition to his own and all reliefs from income tax due to her are due to him for the period they elect to be assessed in this manner. Section 1019 should be consulted as regards the assessment of a wife in respect of the income of both spouses. Details Where a married couple elect to be jointly assessed to tax, then the husband is the assessable spouse and he is assessed, not only in respect of his total income, but also in respect of the total income of his wife. As such, any reliefs from income tax due to the non-assessable spouse in that year of assessment are granted to the assessable spouse. A similar charge follows through in death cases where the husband’s executors or administrators may be chargeable. This section does not address the question of whether the income of the wife is chargeable to tax.",[3],"What is the procedure for a husband and wife to obtain a tax repayment, and how is the repayment divided between them?","Where a husband and wife wish to obtain a repayment of tax under this section they must make a joint claim to the inspector after the end of the year of marriage. (5) Where any repayment of tax is due, it is divided between the husband and wife according to the tax paid and payable by them. (4) The general provisions relating to allowances, deductions and reliefs (section 459 and paragraph 8 of Schedule 28) and the rate of tax at which repayments are to be made (section 460) apply in the same manner to repayments under this section.",[6],What happens if the Revenue Commissioners determine that a separate assessment on a spouse would have resulted in unpaid tax?,"Where an assessment for any year is made on an individual (or on an individual’s trustee, guardian or committee or on an individual’s executors or administrators) and the Revenue Commissioners are of the opinion that, if the couple had been assessed separately, an assessment in respect of income tax would have been made on the spouse, or on the representative of, or on the executors or administrators of, the individual’s spouse then, if the whole or part of the tax due remains unpaid for 28 days after it is due, the Revenue Commissioners may, by notice in writing, require the non-assessable spouse to pay the amount which would have been assessed on the non-assessable spouse or the amount left outstanding (whichever is the lesser). (1) Where such a notice is served on the spouse of the individual referred to in subsection (1), the same consequences are to follow in respect of liability to pay tax, priorities in bankruptcy, appeals, etc, as would have ensued if a separate assessment had been made on the spouse or the spouse’s representative or on the spouses executors or administrators.",[7]
Data/Ireland/TCA_FA2023_P44a.pdf,"Taxes Consolidation Act, 1997 (Finance Act 2023 Edition) part 44a: Tax Treatment of Civil Partnerships",What are the provisions for recovering unpaid income tax from a civil partner if the nominated civil partner fails to pay?,"This section applies where civil partners are jointly assessed to tax. It allows the Revenue Commissioners to collect income tax from the other civil partner where the nominated civil partner has failed to pay the tax, or has failed to pay all the tax, assessed. The amount of unpaid tax, which can be recovered from the other civil partner, is limited to that which is attributable to the income of the other civil partner. In other words, the section does not allow Revenue to recover from the other civil partner any unpaid tax assessed on the nominated civil partner, which is attributable to the income of the nominated civil partner. The section also allows the nominated civil partner to disclaim any liability for unpaid tax attributable to his/her deceased civil partner’s income for any year in which he/she is assessed to tax on their combined income. This gives the nominated civil partner the option, where there is unpaid tax which is attributable to a deceased civil partner, of ensuring that the tax is collected from the assets in the estate of the deceased civil partner rather than from his/her income. The provisions of the section also apply for the purposes of capital gains tax by virtue of section 1031N.",[6],How can a civil partner disclaim liability for tax on the income of a deceased partner?,"Civil partners have the right to disclaim liability for tax on the income of their deceased civil partner for any year of assessment (or part of a year) for which he/she was assessed on their combined incomes. The notice of the disclaimer must be given to the executors or administrators and to the inspector within 2 months from the date of the grant of probate or letters of administration, subject to an extension of this time limit with the consent of the deceased civil partner’s executors or administrators. (6) The notice to the inspector is invalid unless it specifies the names and addresses of the deceased civil partner’s executors or administrators. (7) Where such a notice has been given to a deceased civil partner’s executors or administrators and to the inspector, the Revenue Commissioners must exercise the powers contained in this section to recover the tax from the deceased civil partner’s executors or administrators. The Revenue Commissioners must assess tax on, and collect it from, the deceased civil partner’s executors and administrators — (8) • as if he/she was to be assessed separately for the year in question, and • as if he/she had been assessed separately for previous years.",[7],"When separated civil partners elect to be jointly assessed under section 1031D, how is their total income treated for tax purposes, and how is income tax charged?","Where separated civil partners elect to be jointly assessed under section 1031D (subject to the adaptations contained in this section) then, as respects any year for which the election has effect — (2) • the Income Tax Acts apply to those civil partners as they would to civil partners living together who elect to be jointly assessed, • the total incomes of both parties is computed for tax purposes as if any maintenance payments had not been made (that is, they would be totally disregarded for tax purposes), and • income tax is charged, assessed and recovered on the income or incomes of the civil partners as if an application for separate assessments had been made by one of the civil partners under section 1031H.",[13]
